SBGL,174.94841,GDX,174.94841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVN,98.6144,IWO,0,IWN,0,IWC,0,IWV,0,IXJ,89.31996,VTI,0,XT,9.29444,IWM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAN,29.200388,IWO,2.5125597,SLY,0.31331652,SLYG,0.8935882,VCR,0.23478591,IWV,0,VTI,0,IJR,13.242624,IJT,3.6093955,ITOT,0,IWC,0.6860449,VIOO,0.31471783,XRT,1.4676406,PKW,0.13053395,IWM,5.7951818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSAR,27.807268,IWO,0,IWN,6.545511,ITOT,0,VHT,1.0693498,IWC,2.0080128,FHLC,0.16210528,IWV,0,VTI,0,IWM,18.02229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRD,27.69778,GDXJ,27.69778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPO,27.681969,IWO,1.9525567,SLY,0.23739697,SLYG,0.38887733,VHT,0.4809906,IHE,1.1912146,IWV,0,VTI,0,IJR,10.033812,SLYV,0.31371614,IJT,1.472587,ITOT,0,IJS,1.3774099,PJP,5.3880696,FHLC,0.09721934,TILT,0,VIOO,0.24457301,IWM,4.503543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLPH,25.762827,VV,0.2128195,VCR,0.32525834,PRF,0.0776932,IVV,3.0946133,VOOV,0.035633564,VTI,1.3431196,IWB,0.3791288,IWF,1.5817976,VTV,1.2835137,IYK,0.099266894,TILT,0.02255041,SPY,5.9214396,IWP,1.3300042,XLY,2.379812,IWR,1.1993215,JKG,0.19940788,IYY,0.021493359,MGC,0.014485507,IWV,0.15661964,QUAL,0.32886013,IUSV,0.13935448,VOE,0.8967703,RSP,0.686887,MGK,0.087852634,SPHB,0.111121275,ITOT,0.21203649,VOO,1.6164062,IVE,0.7334169,VO,1.2721405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKT,24.278002,IJH,3.5115137,IJJ,0.30237198,VTI,0.40824386,IJK,0.83564615,IWB,0.08962872,XMLV,0.6383548,IWD,0,IYF,0.054976724,VNQ,5.5043364,IWF,0.35426664,TILT,0,IUSG,0.014785406,IWP,0.3351081,IYR,0.48779348,MDY,1.6425546,IWS,0,IWR,0.3002062,IVOG,0.105404876,IYY,0.005081182,IWV,0.03702599,SDY,7.2369776,RWO,0.35764027,RWR,0.54081273,IUSV,0,IVOO,0.070601024,ITOT,0.056392793,IVOV,0.038182713,SCHH,1.000993,FXO,0.34910223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHX,24.020206,IWO,2.002863,SLY,0.2809769,SLYG,0.28492612,VGT,0,IWV,0,VTI,0,IJR,11.875761,SLYV,0.5363315,IJT,1.0789481,ITOT,0,IJS,2.35483,IWC,0.5790431,VIOO,0.25087428,PKW,0.15608084,IWM,4.6195736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKH,24.001621,IWN,1.1276188,IUSG,0.011901433,MDY,1.4690727,PRF,0.019008769,DVY,5.8156104,IJH,3.2976694,IVOG,0.07505527,IJJ,0.3650891,IYY,0.00409007,IWV,0.02980387,SDY,6.447493,VTI,0.32861367,IJK,0.64462185,VYM,0.22498739,IUSV,0.011365031,IVOO,0.05982096,ITOT,0.045393072,FVD,0.80946505,IVOV,0.040191885,TILT,0.008582442,VPU,0.3704866,IDU,0.103272125,IWM,2.6612277,DGRO,0.031178402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MACK,22.645748,IWO,1.2634709,IWN,0.6350395,ITOT,0,VHT,0.5187367,IHE,2.2293255,FHLC,0.15727305,IWV,0,TILT,0,VTI,0,IWM,5.828354,XBI,12.013548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUX,22.554808,XME,5.871678,ITOT,0,GDX,5.698073,TILT,0,VAW,0.3421303,GDXJ,10.642926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIN,22.453753,IWO,1.8667028,IWN,1.5637215,ITOT,0,PRF,0.18452239,IWV,0,TILT,0.0833117,VTI,0,IYZ,5.9082446,VYM,0,IWM,7.175871,VOX,5.6713796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGNX,22.42321,IWO,1.6770042,SLY,0.21565773,SLYG,0.59642416,VHT,0.34425947,IWV,0,VTI,0,IJR,9.114983,IJT,2.3714435,ITOT,0,IWC,0.44443196,FHLC,0.026093554,TILT,0,IWM,3.8679852,XBI,3.7649274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYRT,22.063223,SCHH,2.9612656,VNQ,19.101957,VTI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATM,21.871311,IWO,1.9143691,SLY,0.22787105,SLYG,0.68084246,VGT,0.8556042,IWV,0,VTI,0.8921949,IGM,0.037956055,IJR,9.975162,IJT,2.5781903,ITOT,0,TILT,0.04660312,VIOO,0.24705608,IWM,4.4154634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDP,21.720177,IWN,0.77052087,IUSG,0,MDY,0.95155865,VCR,0.062673315,PEY,0.7019102,DVY,8.357401,IJH,2.034277,IVOG,0.045526084,IJJ,0.24254173,IYY,0,IWV,0,SDY,5.7486396,VTI,0.32746473,IJK,0.39100662,VYM,0.14946717,IUSV,0,FDL,0.041158598,IVOO,0.038747676,ITOT,0,IYC,0.023243915,IVOV,0.028271545,TILT,0.017104872,IWM,1.7679486,DGRO,0.02071293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRG,21.672396,IWN,1.2002816,SLY,0.14889653,IYR,0.45713127,IYY,0,IWV,0,VTI,0,RWO,0.32675028,RWR,0.5148624,XSLV,0.7052644,IJR,6.293256,SLYV,0.45296788,ITOT,0,IJS,2.0278084,SCHH,1.0935624,IYF,0.045796383,VNQ,5.502228,TILT,0,VIOO,0.14956246,IWM,2.754028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMAG,21.199978,IWO,0.37020877,IWN,0.93036246,SLY,0.17311905,SLYG,0.52665687,VHT,0.30398938,IHE,0.94106996,IWV,0,VTI,0,IJR,7.3170447,IJT,1.9943256,ITOT,0,FHLC,0.04608247,TILT,0.02478385,VIOO,0.17002901,IWM,3.4155238,XBI,4.9867816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEI,21.178558,IWO,0.35004094,IWN,0.82103384,SLY,0.15277553,SLYG,0.19918646,IWV,0,VTI,0,RWO,0.33808,RWR,0.51749426,IJR,6.4572053,SLYV,0.26558197,IJT,0.6914163,ITOT,0,IJS,1.1660708,SCHH,1.2983736,VNQ,6.048825,TILT,0.015622469,VIOO,0.16563809,IWM,2.6912143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNK,21.032494,VV,0.12527223,PRF,0.058799136,IHE,0.60186356,IVV,1.6394278,VOOV,0.023596914,VTI,1.0164889,IWB,0.2231671,IWD,0.84683204,FHLC,0.154257,IYH,0.1758789,RPV,0.4459194,TILT,0.019910818,SPY,3.136991,VHT,0.65124965,XLV,1.5804732,IWS,0.82972115,IWR,0.7474853,JKG,0.120240614,IYY,0.012651666,IWV,0.09219124,VUG,0.86772805,IUSV,0.08788761,VOE,1.2790627,RSP,1.488645,VLUE,0.28855133,ITOT,0.14041276,FXH,1.0874212,VOO,0.9514676,IVE,0.42232722,VO,1.8051956,IXJ,0.111376144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBSI,20.962149,SLYG,0.14372613,PEY,0.3725314,DVY,3.8112257,VTI,0.25897118,FDL,0.032549735,KBE,0.7445752,IJR,4.79242,SLYV,0.18938027,IJT,0.544257,IJS,0.846346,IYG,0.055482507,IYF,0.04068717,VFH,0.2169102,TILT,0.006763582,IWM,1.7476989,IWN,0.7616955,SLY,0.113387205,IYY,0.003223269,IWV,0.023487594,SDY,4.902804,VYM,0.17730623,XSLV,0.23336999,ITOT,0.035773005,VIOO,0.10545771,KRE,0.80211854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPL,20.897684,GDXJ,20.897684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKR,20.616173,IWO,0.22896852,IWN,0.9206641,SLY,0.14561726,SLYG,0.18240835,IYR,0.4382974,IYY,0.005843965,IWV,0.042584307,VTI,0.46952912,RWO,0.33171687,RWR,0.49506053,XSLV,0.57381034,IJR,6.154654,SLYV,0.2513863,IJT,0.69073755,ITOT,0,IJS,1.1037431,SCHH,0.7360523,IYF,0.05269149,VNQ,4.906249,TILT,0.006131374,VIOO,0.13384046,IWM,2.7461846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPOK,20.27917,IWN,0.93077505,SLY,0.14432988,IWV,0,VTI,0,IYZ,3.124402,IJR,4.8801928,SLYV,0.41324738,ITOT,0,IJS,1.8144144,IWC,0.29743803,TILT,0,VIOO,0.12886702,IWM,2.8475325,VOX,5.697972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIM,20.208899,VV,0.07126152,PRF,0.016724039,IVV,0.93259376,RPG,0.22310516,VTI,0.5782329,IVW,0.25307274,SPYG,0.021236878,XLRE,0.5723337,IWB,0.09521199,IWD,0.4817231,IYF,0.06489045,VNQ,6.2370343,VTV,0.22752951,TILT,0.003775445,SPY,1.7844872,IUSG,0.04188383,IYR,0.5397706,IWS,0.42141923,IWR,0.3720582,JKG,0.06473501,IYY,0.007196941,IWV,0.03933246,QUAL,0.14157917,VUG,0.24680495,RWO,0.39217424,RWR,0.5979508,ICF,0.86790985,VOE,0.7146061,RSP,0.3998874,ITOT,0.05990568,SCHH,1.0749693,VOO,0.6765567,VO,1.0268912,VOOG,0.030675488,FXO,0.091775745,SPHD,0.83760303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTK,20.01662,IWO,1.7833928,SLY,0.22238931,SLYG,0.2537044,IWV,0,VTI,0,VAW,0.4775612,IJR,9.399499,SLYV,0.3979677,IJT,0.9607189,ITOT,0,IJS,1.747327,IWC,0.4869486,TILT,0,VIOO,0.17374305,IWM,4.113369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATO,19.881695,IWO,0.30479926,IWN,1.2255734,SLY,0.19954467,VCR,0.17089164,IWV,0,VTI,0,VYM,0,IJR,9.638798,SLYV,0.6529591,ITOT,0,IJS,2.866898,TILT,0.040809944,VIOO,0.20361866,XRT,0.35971323,IWM,4.21809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDRL,19.23489,IWN,3.489133,IWV,0,IWM,6.40461,OIH,9.341146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMY,19.188715,GDX,6.604175,GDXJ,12.58454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXK,18.853947,GDXJ,18.853947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGFV,18.678663,IJR,8.74549,SLYV,0.6911845,IWN,1.4826525,SLY,0.20691563,ITOT,0,IJS,3.468265,IWC,0.49748546,IWV,0,TILT,0,VTI,0,VIOO,0.18474762,IWM,3.401924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WPG,18.66706,IWO,0.22869135,IWN,0.91954964,IYR,0.46695137,MDY,1.5723726,PRF,0.045211993,IJH,3.3614762,IJJ,0.96484154,IYY,0,IWV,0,VTI,0,RWO,0.33131537,RWR,0.52827066,IUSV,0.02703151,IVOO,0.07114151,ITOT,0,IVOV,0.1180887,SCHH,1.633692,IYF,0.052627712,VNQ,5.532608,TILT,0,IWM,2.8131905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RRD,18.491947,SLY,0.19530067,VIS,0.26480764,IWP,0.30042893,IWS,0,IWR,0.3027813,PRF,0.09527026,DVY,4.602209,IYY,0,IWV,0,VTI,0,VYM,0.37587225,FDL,0.08871728,IJR,8.254572,SLYV,0.580695,ITOT,0,QDF,0.5827112,IJS,2.5496137,IWB,0,IWD,0,IWF,0,TILT,0,DSI,0.018314742,IYJ,0.06603388,VIOO,0.21461786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AQMS,18.457762,IWO,5.065557,ITOT,0,IWC,1.7085735,IWV,0,VTI,0,IWM,11.683632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTD,18.329725,IWN,1.7100986,SLY,0.21214001,VCR,0.1589686,IWV,0,VTI,0,IJR,8.966303,SLYV,0.60740244,ITOT,0,IJS,2.6668758,IWC,0.49183047,VIOO,0.23676537,XRT,0.4867144,PKW,0.1767636,IWM,2.6158636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCY,18.298485,PEY,0.82314265,PRF,0.020400599,DVY,9.000802,IJH,2.1908875,IJJ,0.60949934,VTI,0,IWB,0,IWD,0.1469059,IYF,0.031662304,VFH,0.14769746,TILT,0.018421704,HDV,0.12485023,MDY,0.9459832,IWS,0.16450006,IWR,0.12967151,KIE,0.18120661,IYY,0,IWV,0,SDY,2.6707153,VYM,0.08048701,IUSV,0.024394367,IVOO,0.04494075,ITOT,0,FVD,0.86873436,IVOV,0.0735828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDCO,18.244787,IWO,1.3605658,IWN,0.11397345,SLY,0.18026662,SLYG,0.19892973,VHT,0.24826683,IHE,0.58320725,IYY,0.004823018,IWV,0.03514478,VTI,0.38750187,IJR,7.7685385,SLYV,0.33903447,IJT,0.75330013,ITOT,0.053527597,IJS,1.5107907,PJP,1.1391779,FHLC,0.042339776,IYH,0.10057178,TILT,0.005060216,VIOO,0.107302435,IWM,3.3124647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSP,18.195963,IWN,1.0441103,SLY,0.1376185,SLYG,0.19701563,IWV,0,VTI,0,RWO,0.30095583,RWR,0.4558703,XSLV,0.7449654,IJR,5.8165784,SLYV,0.19701563,IJT,0.74605185,ITOT,0,IJS,0.8650217,SCHH,0.6777845,VNQ,4.487176,VIOO,0.13010257,IWM,2.3956954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCG,18.193869,VV,0.07821234,SPLV,1.1010588,FXU,0.06827253,PEY,0.24787995,PRF,0.036710594,DVY,3.4876359,IVV,1.0235587,VOOV,0.014732473,VTI,0.4759752,EMLP,0.57343316,FDL,0.07406864,IWB,0.104498945,IWD,0.46262145,VTV,0.49944538,TILT,0.0041437,VPU,0.5158259,HDV,0.21343294,IDU,0.14091137,MTUM,0.2820306,SPY,1.9585457,DGRO,0.05519538,XLU,1.925979,IWS,0.46252435,IWR,0.37918094,IYY,0.007898929,IWV,0.04316894,VYM,0.3258794,IUSV,0.04938449,VOE,0.6844875,RSP,0.46470952,ITOT,0.06574886,FVD,0.38371307,VOO,0.7425478,IVE,0.26367533,VO,0.9767802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRT,18.087948,VV,0.0687332,SPLV,0.7652941,PRF,0.006452272,IVV,0.7196047,VOOV,0.004143018,VTI,0.44617403,IVW,0.12204695,SPYG,0.009103735,XLRE,0.4363647,IWB,0.09795618,IYF,0.05007054,VNQ,4.6246066,IWF,0.3871818,TILT,0.002913195,DSI,0.012403838,SPY,1.3769398,USMV,0.863034,IUSG,0.016159128,IWP,0.3255495,IYR,0.40816596,IWR,0.28708625,IYY,0.005553278,IWV,0.030349577,QUAL,0.10378257,SDY,1.9773424,VUG,0.38087752,RWO,0.29945594,RWR,0.4553574,ICF,0.66030526,IUSV,0.011573123,RSP,0.32671028,NOBL,0,ITOT,0.061632287,FVD,0.244788,SCHH,0.71289074,VOO,0.5220423,IVE,0.055612437,VO,0.79236615,VOOG,0.014201824,VOT,0.4031247,,,,,,,,,,,,,,,,,,,,
UVV,18.05045,IWN,1.1932945,SLY,0.17023425,PEY,2.0716531,PRF,0.046937082,IWV,0,VTI,0,VYM,0.1851821,XSLV,0.7512416,FDL,0.07284768,IJR,7.195115,SLYV,0.5192053,ITOT,0,IJS,2.3261585,VDC,0.40629134,TILT,0.052980125,VIOO,0.13877904,IWM,2.9205294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCO,18.011263,IWO,0.13152975,IWN,1.3221766,SLY,0.19682132,VCR,0.14748941,PRF,0.0780098,IYY,0,IWV,0,VTI,0,IJR,8.318843,SLYV,0.59876305,ITOT,0,IYC,0.04786252,IJS,2.7062654,TILT,0.035221353,VIOO,0.18671817,XRT,0.49860695,PKW,0.10249965,IWM,3.640457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTC,17.863256,IWO,0.95232314,IWN,0.119662985,SLY,0.13359916,SLYG,0.26248655,IWV,0,VTI,0,RWO,0.29318053,RWR,0.46196637,XSLV,0.71567434,IJR,5.646698,SLYV,0.13547693,IJT,0.96191114,ITOT,0,IJS,0.59482837,SCHH,0.6623178,VNQ,4.3198214,TILT,0.007969231,VIOO,0.124256186,IWM,2.4710844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYH,17.809822,IWN,1.4492054,SLY,0.18876463,NFRA,0.026595708,VHT,0.2367588,PRF,0.25651386,IHF,0.73824185,IYY,0,IWV,0,VTI,0,IJR,7.978319,SLYV,0.5983816,ITOT,0,IJS,2.627269,FHLC,0.07178166,IYH,0.09590994,TILT,0.09651316,VIOO,0.1203866,IWM,3.3251796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLI,17.753227,IWN,1.2397851,IUSG,0.019082714,IYR,0.49185026,MDY,1.6488539,PRF,0.060957182,IJH,3.5249808,IVOG,0.088949434,IJJ,0.39025497,IYY,0.006558003,IWV,0.04778742,VTI,0,IJK,0.7190152,RWO,0.3573574,RWR,0.5413041,IUSV,0,IVOO,0.07193753,ITOT,0,IVOV,0.04548954,SCHH,0.4447616,IYF,0.059129536,VNQ,5.1505055,IWM,2.8446681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJR,17.750408,IWO,0.05626456,IWN,0.87666184,MDY,1.2250196,PRF,0.01668515,DVY,2.7941597,IJH,2.6188917,IJJ,0.7477419,IYY,0.003590103,IWV,0.026160669,SDY,4.6664863,VTI,0.28844416,VYM,0.19748509,EMLP,0.68082476,IUSV,0.029927332,IVOO,0.049883068,ITOT,0.039844256,FVD,0.6846796,IVOV,0.0850843,TILT,0.007533331,VPU,0.3251986,DSI,0.009622652,IDU,0.08670698,IWM,2.2061477,DGRO,0.027367176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDR,17.48055,IWO,0.15223129,IWN,0.9946785,IUSG,0.028264698,IYR,0.43710762,MDY,1.482782,IJH,3.1699457,IVOG,0.12787405,IYY,0.004856751,IWV,0.03539059,VTI,0.3902121,IJK,1.0649819,RWO,0.3197892,RWR,0.4852771,IVOO,0.060379207,ITOT,0.053901978,RFG,0.23920874,SCHH,0.40780786,XMLV,0.5997292,IYF,0.05254845,VNQ,4.735094,TILT,0.005095608,IWM,2.633394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFII,17.412178,IWO,1.5998455,SLY,0.18865848,SLYG,0.2770698,VGT,0.5471546,IYW,0.15643387,IYY,0,IWV,0,VTI,0,IGM,0.04045452,IJR,8.248794,SLYV,0.2887114,IJT,1.0491982,ITOT,0,IJS,1.3085145,TILT,0.00931327,VIOO,0.16844644,IWM,3.529584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
